ProductKey,Product_Name,Brand,Color,Unit_Cost_USD,Unit_Price_USD,SubcategoryKey,Subcategory,CategoryKey,Category
232,"Litware Home Theater System 4.1 Channel M413 Brown",Litware,Brown,25247,54900,203,"Home Theater System",2,"TV and Video"
233,"Litware Home Theater System 5.1 Channel M512 Brown",Litware,Brown,32144,69900,203,"Home Theater System",2,"TV and Video"
234,"Litware Home Theater System 5.1 Channel M513 Brown",Litware,Brown,31685,68900,203,"Home Theater System",2,"TV and Video"
235,"Litware Home Theater System 7.1 Channel M710 Brown",Litware,Brown,26472,79900,203,"Home Theater System",2,"TV and Video"
236,"Litware Home Theater System 7.1 Channel X711 Brown",Litware,Brown,36743,110900,203,"Home Theater System",2,"TV and Video"
237,"Litware Home Theater System 5.1 Channel M514 Brown",Litware,Brown,27546,59900,203,"Home Theater System",2,"TV and Video"
238,"Litware Home Theater System 5.1 Channel M515 Brown",Litware,Brown,26166,56900,203,"Home Theater System",2,"TV and Video"
239,"Litware Home Theater System 5.1 Channel M516 Brown",Litware,Brown,26626,57900,203,"Home Theater System",2,"TV and Video"
240,"Contoso Home Theater System 2.1 Channel E1200 Black",Contoso,Black,15244,29900,203,"Home Theater System",2,"TV and Video"
241,"Contoso Home Theater System 2.1 Channel M1210 Black",Contoso,Black,16773,32900,203,"Home Theater System",2,"TV and Video"
242,"Contoso Home Theater System 7.1 Channel M1700 Black",Contoso,Black,29454,88900,203,"Home Theater System",2,"TV and Video"
243,"Contoso Home Theater System 4.1 Channel M1400 Black",Contoso,Black,20852,40900,203,"Home Theater System",2,"TV and Video"
244,"Contoso Home Theater System 5.1 Channel M1500 Black",Contoso,Black,19728,42900,203,"Home Theater System",2,"TV and Video"
245,"Contoso Home Theater System 5.1 Channel M1510 Black",Contoso,Black,22487,48900,203,"Home Theater System",2,"TV and Video"
246,"Contoso Home Theater System 4.1 Channel M1410 Black",Contoso,Black,16773,32900,203,"Home Theater System",2,"TV and Video"
247,"Contoso Home Theater System 5.1 Channel M1520 Black",Contoso,Black,15589,33900,203,"Home Theater System",2,"TV and Video"
248,"Contoso Home Theater System 5.1 Channel M1530 Black",Contoso,Black,18349,39900,203,"Home Theater System",2,"TV and Video"
249,"Contoso Home Theater System 2.1 Channel E1220 Black",Contoso,Black,10146,19900,203,"Home Theater System",2,"TV and Video"
250,"Contoso Home Theater System 5.1 Channel M1540 Black",Contoso,Black,24327,52900,203,"Home Theater System",2,"TV and Video"
251,"Contoso Home Theater System 4.1 Channel M1420 Black",Contoso,Black,24472,48000,203,"Home Theater System",2,"TV and Video"
252,"Contoso Home Theater System 2.1 Channel M1230 Black",Contoso,Black,18354,36000,203,"Home Theater System",2,"TV and Video"
253,"Contoso Home Theater System 2.1 Channel E1200 Silver",Contoso,Silver,15244,29900,203,"Home Theater System",2,"TV and Video"
254,"Contoso Home Theater System 2.1 Channel M1210 Silver",Contoso,Silver,16773,32900,203,"Home Theater System",2,"TV and Video"
255,"Contoso Home Theater System 7.1 Channel M1700 Silver",Contoso,Silver,29454,88900,203,"Home Theater System",2,"TV and Video"
256,"Contoso Home Theater System 4.1 Channel M1400 Silver",Contoso,Silver,20852,40900,203,"Home Theater System",2,"TV and Video"
257,"Contoso Home Theater System 5.1 Channel M1500 Silver",Contoso,Silver,19728,42900,203,"Home Theater System",2,"TV and Video"
258,"Contoso Home Theater System 5.1 Channel M1510 Silver",Contoso,Silver,22487,48900,203,"Home Theater System",2,"TV and Video"
259,"Contoso Home Theater System 4.1 Channel M1410 Silver",Contoso,Silver,16773,32900,203,"Home Theater System",2,"TV and Video"
260,"Contoso Home Theater System 5.1 Channel M1520 Silver",Contoso,Silver,15589,33900,203,"Home Theater System",2,"TV and Video"
261,"Contoso Home Theater System 5.1 Channel M1530 Silver",Contoso,Silver,18349,39900,203,"Home Theater System",2,"TV and Video"
262,"Contoso Home Theater System 2.1 Channel E1220 Silver",Contoso,Silver,10146,19900,203,"Home Theater System",2,"TV and Video"
263,"Contoso Home Theater System 5.1 Channel M1540 Silver",Contoso,Silver,24327,52900,203,"Home Theater System",2,"TV and Video"
264,"Contoso Home Theater System 4.1 Channel M1420 Silver",Contoso,Silver,24472,48000,203,"Home Theater System",2,"TV and Video"
265,"Contoso Home Theater System 2.1 Channel M1230 Silver",Contoso,Silver,18354,36000,203,"Home Theater System",2,"TV and Video"
266,"Contoso Home Theater System 2.1 Channel E1200 White",Contoso,White,15244,29900,203,"Home Theater System",2,"TV and Video"
267,"Contoso Home Theater System 2.1 Channel M1210 White",Contoso,White,16773,32900,203,"Home Theater System",2,"TV and Video"
268,"Contoso Home Theater System 7.1 Channel M1700 White",Contoso,White,29454,88900,203,"Home Theater System",2,"TV and Video"
269,"Contoso Home Theater System 4.1 Channel M1400 White",Contoso,White,20852,40900,203,"Home Theater System",2,"TV and Video"
270,"Contoso Home Theater System 5.1 Channel M1500 White",Contoso,White,19728,42900,203,"Home Theater System",2,"TV and Video"
271,"Contoso Home Theater System 5.1 Channel M1510 White",Contoso,White,22487,48900,203,"Home Theater System",2,"TV and Video"
272,"Contoso Home Theater System 4.1 Channel M1410 White",Contoso,White,16773,32900,203,"Home Theater System",2,"TV and Video"
273,"Contoso Home Theater System 5.1 Channel M1520 White",Contoso,White,15589,33900,203,"Home Theater System",2,"TV and Video"
274,"Contoso Home Theater System 5.1 Channel M1530 White",Contoso,White,18349,39900,203,"Home Theater System",2,"TV and Video"
275,"Contoso Home Theater System 2.1 Channel E1220 White",Contoso,White,10146,19900,203,"Home Theater System",2,"TV and Video"
276,"Contoso Home Theater System 5.1 Channel M1540 White",Contoso,White,24327,52900,203,"Home Theater System",2,"TV and Video"
277,"Contoso Home Theater System 4.1 Channel M1420 White",Contoso,White,24472,48000,203,"Home Theater System",2,"TV and Video"
278,"Contoso Home Theater System 2.1 Channel M1230 White",Contoso,White,18354,36000,203,"Home Theater System",2,"TV and Video"
279,"Contoso Home Theater System 2.1 Channel E1200 Brown",Contoso,Brown,15244,29900,203,"Home Theater System",2,"TV and Video"
280,"Contoso Home Theater System 2.1 Channel M1210 Brown",Contoso,Brown,16773,32900,203,"Home Theater System",2,"TV and Video"
281,"Contoso Home Theater System 7.1 Channel M1700 Brown",Contoso,Brown,29454,88900,203,"Home Theater System",2,"TV and Video"
282,"Contoso Home Theater System 4.1 Channel M1400 Brown",Contoso,Brown,20852,40900,203,"Home Theater System",2,"TV and Video"
283,"Contoso Home Theater System 5.1 Channel M1500 Brown",Contoso,Brown,19728,42900,203,"Home Theater System",2,"TV and Video"
284,"Contoso Home Theater System 5.1 Channel M1510 Brown",Contoso,Brown,22487,48900,203,"Home Theater System",2,"TV and Video"
285,"Contoso Home Theater System 4.1 Channel M1410 Brown",Contoso,Brown,16773,32900,203,"Home Theater System",2,"TV and Video"
286,"Contoso Home Theater System 5.1 Channel M1520 Brown",Contoso,Brown,15589,33900,203,"Home Theater System",2,"TV and Video"
287,"Contoso Home Theater System 5.1 Channel M1530 Brown",Contoso,Brown,18349,39900,203,"Home Theater System",2,"TV and Video"
288,"Contoso Home Theater System 2.1 Channel E1220 Brown",Contoso,Brown,10146,19900,203,"Home Theater System",2,"TV and Video"
289,"Contoso Home Theater System 5.1 Channel M1540 Brown",Contoso,Brown,24327,52900,203,"Home Theater System",2,"TV and Video"
290,"Contoso Home Theater System 4.1 Channel M1420 Brown",Contoso,Brown,24472,48000,203,"Home Theater System",2,"TV and Video"
291,"Contoso Home Theater System 2.1 Channel M1230 Brown",Contoso,Brown,18354,36000,203,"Home Theater System",2,"TV and Video"
292,"SV Car Video LCD7W M7080 Black","Southridge Video",Black,22993,50000,205,"Car Video",2,"TV and Video"
293,"SV Car Video LCD7W M7081 Black","Southridge Video",Black,22947,49900,205,"Car Video",2,"TV and Video"
294,"SV Car Video TFT7 M7000 Black","Southridge Video",Black,15244,29900,205,"Car Video",2,"TV and Video"
295,"SV Car Video TFT6.2W E6280 Black","Southridge Video",Black,14224,27900,205,"Car Video",2,"TV and Video"
296,"SV Car Video TFT6.2W E6281 Black","Southridge Video",Black,13205,25900,205,"Car Video",2,"TV and Video"
297,"SV Car Video TFT6.2W E6282 Black","Southridge Video",Black,13714,26900,205,"Car Video",2,"TV and Video"
298,"SV Car Video TFT7 M7001 Black","Southridge Video",Black,15754,30900,205,"Car Video",2,"TV and Video"
299,"SV Car Video AM/FM E1000 Black","Southridge Video",Black,10146,19900,205,"Car Video",2,"TV and Video"
300,"SV Car Video AM/FM E1001 Black","Southridge Video",Black,11165,21900,205,"Car Video",2,"TV and Video"
301,"SV Car Video TFT7 M7002 Black","Southridge Video",Black,16264,31900,205,"Car Video",2,"TV and Video"
302,"SV Car Video LCD9.2W X9280 Black","Southridge Video",Black,33099,99900,205,"Car Video",2,"TV and Video"
303,"SV Car Video LCD9.2W X9281 Black","Southridge Video",Black,28792,86900,205,"Car Video",2,"TV and Video"
304,"SV Car Video LCD7W M7082 Black","Southridge Video",Black,32144,69900,205,"Car Video",2,"TV and Video"
305,"SV Car Video LCD7 M7001 Black","Southridge Video",Black,15130,32900,205,"Car Video",2,"TV and Video"
306,"SV Car Video LCD7 M7002 Black","Southridge Video",Black,16969,36900,205,"Car Video",2,"TV and Video"
307,"SV Car Video LCD7 M7003 Black","Southridge Video",Black,16969,36900,205,"Car Video",2,"TV and Video"
308,"SV Car Video LCD7W M7080 Silver","Southridge Video",Silver,22993,50000,205,"Car Video",2,"TV and Video"
309,"SV Car Video LCD7W M7081 Silver","Southridge Video",Silver,22947,49900,205,"Car Video",2,"TV and Video"
310,"SV Car Video TFT7 M7000 Silver","Southridge Video",Silver,15244,29900,205,"Car Video",2,"TV and Video"
311,"SV Car Video TFT6.2W E6280 Silver","Southridge Video",Silver,14224,27900,205,"Car Video",2,"TV and Video"
312,"SV Car Video TFT6.2W E6281 Silver","Southridge Video",Silver,13205,25900,205,"Car Video",2,"TV and Video"
313,"SV Car Video TFT6.2W E6282 Silver","Southridge Video",Silver,13714,26900,205,"Car Video",2,"TV and Video"
314,"SV Car Video TFT7 M7001 Silver","Southridge Video",Silver,15754,30900,205,"Car Video",2,"TV and Video"
315,"SV Car Video AM/FM E1000 Silver","Southridge Video",Silver,10146,19900,205,"Car Video",2,"TV and Video"
316,"SV Car Video AM/FM E1001 Silver","Southridge Video",Silver,11165,21900,205,"Car Video",2,"TV and Video"
317,"SV Car Video TFT7 M7002 Silver","Southridge Video",Silver,16264,31900,205,"Car Video",2,"TV and Video"
318,"SV Car Video LCD9.2W X9280 Silver","Southridge Video",Silver,33099,99900,205,"Car Video",2,"TV and Video"
319,"SV Car Video LCD9.2W X9281 Silver","Southridge Video",Silver,28792,86900,205,"Car Video",2,"TV and Video"
320,"SV Car Video LCD7W M7082 Silver","Southridge Video",Silver,32144,69900,205,"Car Video",2,"TV and Video"
321,"SV Car Video LCD7 M7001 Silver","Southridge Video",Silver,15130,32900,205,"Car Video",2,"TV and Video"
322,"SV Car Video LCD7 M7002 Silver","Southridge Video",Silver,16969,36900,205,"Car Video",2,"TV and Video"
323,"SV Car Video LCD7 M7003 Silver","Southridge Video",Silver,16969,36900,205,"Car Video",2,"TV and Video"
324,"SV Car Video LCD7W M7080 Brown","Southridge Video",Brown,22993,50000,205,"Car Video",2,"TV and Video"
325,"SV Car Video LCD7W M7081 Brown","Southridge Video",Brown,22947,49900,205,"Car Video",2,"TV and Video"
326,"SV Car Video TFT7 M7000 Brown","Southridge Video",Brown,15244,29900,205,"Car Video",2,"TV and Video"
327,"SV Car Video TFT6.2W E6280 Brown","Southridge Video",Brown,14224,27900,205,"Car Video",2,"TV and Video"
328,"SV Car Video TFT6.2W E6281 Brown","Southridge Video",Brown,13205,25900,205,"Car Video",2,"TV and Video"
329,"SV Car Video TFT6.2W E6282 Brown","Southridge Video",Brown,13714,26900,205,"Car Video",2,"TV and Video"
330,"SV Car Video TFT7 M7001 Brown","Southridge Video",Brown,15754,30900,205,"Car Video",2,"TV and Video"
331,"SV Car Video AM/FM E1000 Brown","Southridge Video",Brown,10146,19900,205,"Car Video",2,"TV and Video"
332,"SV Car Video AM/FM E1001 Brown","Southridge Video",Brown,11165,21900,205,"Car Video",2,"TV and Video"
333,"SV Car Video TFT7 M7002 Brown","Southridge Video",Brown,16264,31900,205,"Car Video",2,"TV and Video"
334,"SV Car Video LCD9.2W X9280 Brown","Southridge Video",Brown,33099,99900,205,"Car Video",2,"TV and Video"
335,"SV Car Video LCD9.2W X9281 Brown","Southridge Video",Brown,28792,86900,205,"Car Video",2,"TV and Video"
336,"SV Car Video LCD7W M7082 Brown","Southridge Video",Brown,32144,69900,205,"Car Video",2,"TV and Video"
337,"SV Car Video LCD7 M7001 Brown","Southridge Video",Brown,15130,32900,205,"Car Video",2,"TV and Video"
338,"Fabrikam Laptop19W M9800 Black",Fabrikam,Black,39725,119900,301,Laptops,3,Computers
339,"Fabrikam Laptop17W M7080 Black",Fabrikam,Black,40463,87990,301,Laptops,3,Computers
340,"Fabrikam Laptop17 M7000 Black",Fabrikam,Black,37663,81900,301,Laptops,3,Computers
341,"Fabrikam Laptop16W M6080 Black",Fabrikam,Black,44469,96700,301,Laptops,3,Computers
342,"Fabrikam Laptop16 M6000 Black",Fabrikam,Black,27546,59900,301,Laptops,3,Computers
343,"Fabrikam Laptop19 M9000 Black",Fabrikam,Black,36412,109900,301,Laptops,3,Computers
344,"Fabrikam Laptop12 M2000 White",Fabrikam,White,18660,36600,301,Laptops,3,Computers
345,"Fabrikam Laptop15 M5000 White",Fabrikam,White,32144,69900,301,Laptops,3,Computers
346,"Fabrikam Laptop15.4 M5400 White",Fabrikam,White,30305,65900,301,Laptops,3,Computers
347,"Fabrikam Laptop14.1 M4100 White",Fabrikam,White,26948,58600,301,Laptops,3,Computers
348,"Fabrikam Laptop15.4W M5480 White",Fabrikam,White,34858,75800,301,Laptops,3,Computers
349,"Fabrikam Laptop10.1 M0100 White",Fabrikam,White,19526,38300,301,Laptops,3,Computers
350,"Fabrikam Laptop12W M2080 Silver",Fabrikam,Silver,20342,39900,301,Laptops,3,Computers
351,"Fabrikam Laptop8.9W E0880 Silver",Fabrikam,Silver,17130,33600,301,Laptops,3,Computers
352,"Fabrikam Laptop8.9 E0800 Silver",Fabrikam,Silver,16315,32000,301,Laptops,3,Computers
353,"Fabrikam Laptop10.1 M0101 Silver",Fabrikam,Silver,19623,38490,301,Laptops,3,Computers
354,"Fabrikam Laptop12 M2001 Silver",Fabrikam,Silver,19524,38295,301,Laptops,3,Computers
355,"Fabrikam Laptop8.9 M0801 Silver",Fabrikam,Silver,18532,36350,301,Laptops,3,Computers
356,"Fabrikam Laptop14.1W M4180 Red",Fabrikam,Red,21011,45690,301,Laptops,3,Computers
357,"Fabrikam Laptop14.1 E4101 Red",Fabrikam,Red,16824,33000,301,Laptops,3,Computers
358,"Fabrikam Laptop8.9 E8002 Red",Fabrikam,Red,16620,32600,301,Laptops,3,Computers
359,"Fabrikam Laptop12 M2002 Red",Fabrikam,Red,18762,36800,301,Laptops,3,Computers
360,"Fabrikam Laptop13.3 M3000 Red",Fabrikam,Red,19374,38000,301,Laptops,3,Computers
361,"Fabrikam Laptop13.3W M3080 Red",Fabrikam,Red,19832,38900,301,Laptops,3,Computers
362,"Adventure Works Laptop19 X1900 Black","Adventure Works",Black,43038,129900,301,Laptops,3,Computers
363,"Adventure Works Laptop15 M1500 Black","Adventure Works",Black,32144,69900,301,Laptops,3,Computers
364,"Adventure Works Laptop12 M1200 Black","Adventure Works",Black,19524,38295,301,Laptops,3,Computers
365,"Adventure Works Laptop16 M1600 Black","Adventure Works",Black,27546,59900,301,Laptops,3,Computers
366,"Adventure Works Laptop15.4W M1548 Black","Adventure Works",Black,34858,75800,301,Laptops,3,Computers
367,"Adventure Works Laptop8.9 E0890 Black","Adventure Works",Black,16620,32600,301,Laptops,3,Computers
368,"Adventure Works Laptop19W X1980 White","Adventure Works",White,43038,129900,301,Laptops,3,Computers
369,"Adventure Works Laptop15 M1501 White","Adventure Works",White,32144,69900,301,Laptops,3,Computers
370,"Adventure Works Laptop12 M1201 White","Adventure Works",White,19524,38295,301,Laptops,3,Computers
371,"Adventure Works Laptop16 M1601 White","Adventure Works",White,27546,59900,301,Laptops,3,Computers
372,"Adventure Works Laptop15.4W M1548 White","Adventure Works",White,34858,75800,301,Laptops,3,Computers
373,"Adventure Works Laptop8.9 E0890 White","Adventure Works",White,16620,32600,301,Laptops,3,Computers
374,"Adventure Works Laptop19W X1980 Silver","Adventure Works",Silver,43038,129900,301,Laptops,3,Computers
375,"Adventure Works Laptop15 M1501 Silver","Adventure Works",Silver,32144,69900,301,Laptops,3,Computers
376,"Adventure Works Laptop12 M1201 Silver","Adventure Works",Silver,19524,38295,301,Laptops,3,Computers
377,"Adventure Works Laptop16 M1601 Silver","Adventure Works",Silver,27546,59900,301,Laptops,3,Computers
378,"Adventure Works Laptop15.4W M1548 Silver","Adventure Works",Silver,34858,75800,301,Laptops,3,Computers
379,"Adventure Works Laptop8.9 E0890 Silver","Adventure Works",Silver,16620,32600,301,Laptops,3,Computers
380,"Adventure Works Laptop19W X1980 Red","Adventure Works",Red,43038,129900,301,Laptops,3,Computers
381,"Adventure Works Laptop15 M1501 Red","Adventure Works",Red,32144,69900,301,Laptops,3,Computers
382,"Adventure Works Laptop12 M1201 Red","Adventure Works",Red,19524,38295,301,Laptops,3,Computers
383,"Adventure Works Laptop16 M1601 Red","Adventure Works",Red,27546,59900,301,Laptops,3,Computers
384,"Adventure Works Laptop15.4W M1548 Red","Adventure Works",Red,34858,75800,301,Laptops,3,Computers
385,"Adventure Works Laptop8.9 E0890 Red","Adventure Works",Red,16620,32600,301,Laptops,3,Computers
386,"Adventure Works Laptop19W X1980 Blue","Adventure Works",Blue,43038,129900,301,Laptops,3,Computers
387,"Adventure Works Laptop15 M1501 Blue","Adventure Works",Blue,32144,69900,301,Laptops,3,Computers
388,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Blue,19524,38295,301,Laptops,3,Computers
389,"Adventure Works Laptop16 M1601 Blue","Adventure Works",Blue,27546,59900,301,Laptops,3,Computers
390,"WWI Laptop19W X0196 Black","Wide World Importers",Black,43038,129900,301,Laptops,3,Computers
391,"WWI Laptop15 M0150 Black","Wide World Importers",Black,32144,69900,301,Laptops,3,Computers
392,"WWI Laptop12 M0120 Black","Wide World Importers",Black,19524,38295,301,Laptops,3,Computers
393,"WWI Laptop16 M0160 Black","Wide World Importers",Black,27546,59900,301,Laptops,3,Computers
394,"WWI Laptop15.4W M0156 Black","Wide World Importers",Black,34858,75800,301,Laptops,3,Computers
395,"WWI Laptop8.9 E0089 Black","Wide World Importers",Black,16620,32600,301,Laptops,3,Computers
396,"WWI Laptop19W X0196 White","Wide World Importers",White,43038,129900,301,Laptops,3,Computers
397,"WWI Laptop15 M0150 White","Wide World Importers",White,32144,69900,301,Laptops,3,Computers
398,"WWI Laptop12 M0120 White","Wide World Importers",White,19524,38295,301,Laptops,3,Computers
399,"WWI Laptop16 M0160 White","Wide World Importers",White,27546,59900,301,Laptops,3,Computers
400,"WWI Laptop15.4W M0156 White","Wide World Importers",White,34858,75800,301,Laptops,3,Computers
401,"WWI Laptop8.9 E0089 White","Wide World Importers",White,16620,32600,301,Laptops,3,Computers
402,"WWI Laptop19W X0196 Blue","Wide World Importers",Blue,43038,129900,301,Laptops,3,Computers
403,"WWI Laptop15 M0150 Blue","Wide World Importers",Blue,32144,69900,301,Laptops,3,Computers
404,"Proseware Laptop19 X910 Black",Proseware,Black,43038,129900,301,Laptops,3,Computers
405,"Proseware Laptop15 M510 Black",Proseware,Black,32144,69900,301,Laptops,3,Computers
406,"Proseware Laptop12 M210 Black",Proseware,Black,19524,38295,301,Laptops,3,Computers
407,"Proseware Laptop16 M610 Black",Proseware,Black,27546,59900,301,Laptops,3,Computers
408,"Proseware Laptop15.4W M518 Black",Proseware,Black,34858,75800,301,Laptops,3,Computers
409,"Proseware Laptop8.9 E089 Black",Proseware,Black,16620,32600,301,Laptops,3,Computers
410,"Proseware Laptop19W X910 White",Proseware,White,43038,129900,301,Laptops,3,Computers
411,"Proseware Laptop15 M510 White",Proseware,White,32144,69900,301,Laptops,3,Computers
412,"Proseware Laptop12 M210 White",Proseware,White,19524,38295,301,Laptops,3,Computers
413,"Proseware Laptop16 M610 White",Proseware,White,27546,59900,301,Laptops,3,Computers
414,"Proseware Laptop15.4W M518 White",Proseware,White,34858,75800,301,Laptops,3,Computers
415,"Proseware Laptop8.9 E089 White",Proseware,White,16620,32600,301,Laptops,3,Computers
416,"Adventure Works Desktop PC2.33 XD233 Silver","Adventure Works",Silver,32105,96900,303,Desktops,3,Computers
417,"Adventure Works Desktop PC2.30 MD230 Silver","Adventure Works",Silver,27546,59900,303,Desktops,3,Computers
418,"Adventure Works Desktop PC1.60 ED160 Silver","Adventure Works",Silver,13763,26995,303,Desktops,3,Computers
419,"Adventure Works Desktop PC1.80 ED180 Silver","Adventure Works",Silver,18813,36900,303,Desktops,3,Computers
420,"Adventure Works Desktop PC1.80 ED182 Silver","Adventure Works",Silver,25486,49990,303,Desktops,3,Computers
421,"Adventure Works Desktop PC3.0 MS300 Silver","Adventure Works",Silver,21568,46900,303,Desktops,3,Computers
422,"Adventure Works Desktop PC2.33 XD233 Black","Adventure Works",Black,32105,96900,303,Desktops,3,Computers
423,"Adventure Works Desktop PC2.30 MD230 Black","Adventure Works",Black,27546,59900,303,Desktops,3,Computers
424,"Adventure Works Desktop PC1.60 ED160 Black","Adventure Works",Black,13763,26995,303,Desktops,3,Computers
425,"Adventure Works Desktop PC1.80 ED180 Black","Adventure Works",Black,18813,36900,303,Desktops,3,Computers
426,"Adventure Works Desktop PC1.80 ED182 Black","Adventure Works",Black,25486,49990,303,Desktops,3,Computers
427,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Black,21568,46900,303,Desktops,3,Computers
428,"Adventure Works Desktop PC2.33 XD233 Brown","Adventure Works",Brown,32105,96900,303,Desktops,3,Computers
429,"Adventure Works Desktop PC2.30 MD230 Brown","Adventure Works",Brown,27587,59990,303,Desktops,3,Computers
430,"Adventure Works Desktop PC1.60 ED160 Brown","Adventure Works",Brown,13763,26995,303,Desktops,3,Computers
431,"Adventure Works Desktop PC1.80 ED180 Brown","Adventure Works",Brown,18813,36900,303,Desktops,3,Computers
432,"Adventure Works Desktop PC1.80 ED182 Brown","Adventure Works",Brown,25486,49990,303,Desktops,3,Computers
433,"Adventure Works Desktop PC2.33 XD233 White","Adventure Works",White,32105,96900,303,Desktops,3,Computers
434,"Adventure Works Desktop PC2.30 MD230 White","Adventure Works",White,27546,59900,303,Desktops,3,Computers
435,"Adventure Works Desktop PC1.60 ED160 White","Adventure Works",White,13763,26995,303,Desktops,3,Computers
436,"Adventure Works Desktop PC1.80 ED180 White","Adventure Works",White,18813,36900,303,Desktops,3,Computers
437,"Adventure Works Desktop PC1.80 ED182 White","Adventure Works",White,25486,49990,303,Desktops,3,Computers
438,"WWI Desktop PC2.33 X2330 Silver","Wide World Importers",Silver,30448,91900,303,Desktops,3,Computers
439,"WWI Desktop PC2.30 M2300 Brown","Wide World Importers",Brown,25706,55900,303,Desktops,3,Computers
440,"WWI Desktop PC1.60 E1600 Silver","Wide World Importers",Silver,11214,21995,303,Desktops,3,Computers
441,"WWI Desktop PC1.80 E1800 Brown","Wide World Importers",Brown,11721,22990,303,Desktops,3,Computers
442,"WWI Desktop PC1.80 E1801 Silver","Wide World Importers",Silver,13760,26990,303,Desktops,3,Computers
443,"WWI Desktop PC3.0 M0300 Silver","Wide World Importers",Silver,16049,34900,303,Desktops,3,Computers
444,"WWI Desktop PC2.33 X2330 Black","Wide World Importers",Black,30448,91900,303,Desktops,3,Computers
445,"WWI Desktop PC2.30 M2300 Black","Wide World Importers",Black,25706,55900,303,Desktops,3,Computers
446,"WWI Desktop PC1.60 E1600 Black","Wide World Importers",Black,11214,21995,303,Desktops,3,Computers
447,"WWI Desktop PC1.80 E1800 Black","Wide World Importers",Black,11721,22990,303,Desktops,3,Computers
448,"WWI Desktop PC1.80 E1801 Black","Wide World Importers",Black,13760,26990,303,Desktops,3,Computers
449,"WWI Desktop PC3.0 M0300 Black","Wide World Importers",Black,16049,34900,303,Desktops,3,Computers
450,"WWI Desktop PC2.33 X2330 Brown","Wide World Importers",Brown,30448,91900,303,Desktops,3,Computers
451,"WWI Desktop PC2.30 M2300 Silver","Wide World Importers",Silver,25706,55900,303,Desktops,3,Computers
452,"WWI Desktop PC1.60 E1600 Red","Wide World Importers",Red,11214,21995,303,Desktops,3,Computers
453,"WWI Desktop PC1.80 E1800 Silver","Wide World Importers",Silver,11721,22990,303,Desktops,3,Computers
454,"WWI Desktop PC1.80 E1801 Brown","Wide World Importers",Brown,13760,26990,303,Desktops,3,Computers
455,"WWI Desktop PC2.33 X2330 White","Wide World Importers",White,30448,91900,303,Desktops,3,Computers
456,"WWI Desktop PC2.30 M2300 White","Wide World Importers",White,25706,55900,303,Desktops,3,Computers
457,"WWI Desktop PC1.60 E1600 White","Wide World Importers",White,11214,21995,303,Desktops,3,Computers
458,"WWI Desktop PC1.80 E1800 White","Wide World Importers",White,11721,22990,303,Desktops,3,Computers
459,"WWI Desktop PC1.80 E1801 White","Wide World Importers",White,13760,26990,303,Desktops,3,Computers
460,"WWI Desktop PC1.80 E1802 White","Wide World Importers",White,15290,29990,303,Desktops,3,Computers
461,"Proseware LCD24 X300 Black",Proseware,Black,27135,81900,304,Monitors,3,Computers
462,"Proseware LCD24W X300 Black",Proseware,Black,28792,86900,304,Monitors,3,Computers
463,"Proseware LCD22 M2000 Black",Proseware,Black,20509,61900,304,Monitors,3,Computers
464,"Proseware LCD22W M2001 Black",Proseware,Black,22497,67900,304,Monitors,3,Computers
465,"Proseware LCD20 M200 Black",Proseware,Black,11911,25900,304,Monitors,3,Computers
466,"Proseware LCD20W M230 Black",Proseware,Black,12830,27900,304,Monitors,3,Computers
467,"Proseware LCD19 E1000 Black",Proseware,Black,6392,13900,304,Monitors,3,Computers
468,"Proseware LCD19W M100 Black",Proseware,Black,8232,17900,304,Monitors,3,Computers
469,"Proseware LCD17 E200 Black",Proseware,Black,5047,9900,304,Monitors,3,Computers
470,"Proseware LCD17W E202 Black",Proseware,Black,6577,12900,304,Monitors,3,Computers
471,"Proseware LCD15 E103 Black",Proseware,Black,5047,9900,304,Monitors,3,Computers
472,"Proseware CRT19 E201 Black",Proseware,Black,3518,6900,304,Monitors,3,Computers
473,"Proseware CRT17 E104 Black",Proseware,Black,3008,5900,304,Monitors,3,Computers
474,"Proseware CRT15 E10 Black",Proseware,Black,2498,4900,304,Monitors,3,Computers
475,"Proseware LCD24 X300 White",Proseware,White,27135,81900,304,Monitors,3,Computers
476,"Proseware LCD24W X300 White",Proseware,White,28792,86900,304,Monitors,3,Computers
477,"Proseware LCD22 M2000 White",Proseware,White,20509,61900,304,Monitors,3,Computers
478,"Proseware LCD22W M2001 White",Proseware,White,22497,67900,304,Monitors,3,Computers
479,"Proseware LCD20 M200 White",Proseware,White,11911,25900,304,Monitors,3,Computers
480,"Proseware LCD20W M230 White",Proseware,White,12830,27900,304,Monitors,3,Computers
481,"Proseware LCD19 E1000 White",Proseware,White,6392,13900,304,Monitors,3,Computers
482,"Proseware LCD19W M100 White",Proseware,White,8232,17900,304,Monitors,3,Computers
483,"Proseware LCD17 E200 White",Proseware,White,5047,9900,304,Monitors,3,Computers
484,"Proseware LCD17W E202 White",Proseware,White,6577,12900,304,Monitors,3,Computers
485,"Proseware LCD15 E103 White",Proseware,White,5047,9900,304,Monitors,3,Computers
486,"Proseware CRT19 E201 White",Proseware,White,3518,6900,304,Monitors,3,Computers
